domain,series_id,t,y,p_mm_day,t_c
hydro,10023000,12/18/1986,0.4148102824301287,0,-8.93
hydro,10023000,12/19/1986,0.39821787113292356,0,-3.69
hydro,10023000,12/20/1986,0.39821787113292356,0,-6.685
hydro,10023000,12/21/1986,0.39821787113292356,0,-5.455
hydro,10023000,12/22/1986,0.39821787113292356,0,-9.125
hydro,10023000,12/23/1986,0.39821787113292356,0,-4.41
hydro,10023000,12/24/1986,0.43140269372733386,0,-8.71
hydro,10023000,12/25/1986,0.39821787113292356,0,-7.795
hydro,10023000,12/26/1986,0.38162545983571844,0,-6.71
hydro,10023000,12/27/1986,0.38162545983571844,3.26,-6.075
hydro,10023000,12/28/1986,0.36503304853851326,0,-6.745
hydro,10023000,12/29/1986,0.36503304853851326,0,-8.52
hydro,10023000,12/30/1986,0.36503304853851326,0,-6.86
hydro,10023000,12/31/1986,0.38162545983571844,0,-10.015
hydro,10023000,1/1/1987,0.39821787113292356,9.04,-5.785
hydro,10023000,1/2/1987,0.4148102824301287,3.98,-2.575
hydro,10023000,1/3/1987,0.43140269372733386,0,-8.325
hydro,10023000,1/4/1987,0.43140269372733386,4.31,-2.055
hydro,10023000,1/5/1987,0.4148102824301287,8.65,-2.54
hydro,10023000,1/6/1987,0.4148102824301287,1.48,-5
hydro,10023000,1/7/1987,0.39821787113292356,0,-14.965
hydro,10023000,1/8/1987,0.38162545983571844,0,-13.225
hydro,10023000,1/9/1987,0.36503304853851326,0,-18.24
hydro,10023000,1/10/1987,0.36503304853851326,0,-19.855
hydro,10023000,1/11/1987,0.36503304853851326,0,-15.52
hydro,10023000,1/12/1987,0.39821787113292356,0,-12.26
hydro,10023000,1/13/1987,0.39821787113292356,0,-11.495
hydro,10023000,1/14/1987,0.39821787113292356,0.08,-15.905
hydro,10023000,1/15/1987,0.38162545983571844,2,-14.59
hydro,10023000,1/16/1987,0.38162545983571844,0,-12.935
hydro,10023000,1/17/1987,0.38162545983571844,0,-18.38
hydro,10023000,1/18/1987,0.38162545983571844,0,-13.84
hydro,10023000,1/19/1987,0.39821787113292356,2.75,-8.845
hydro,10023000,1/20/1987,0.4148102824301287,0,-19.82
hydro,10023000,1/21/1987,0.39821787113292356,0,-17.725
hydro,10023000,1/22/1987,0.38162545983571844,0,-16.415
hydro,10023000,1/23/1987,0.36503304853851326,0,-12.99
hydro,10023000,1/24/1987,0.36503304853851326,0,-5.19
hydro,10023000,1/25/1987,0.38162545983571844,5.23,0.2550000000000001
hydro,10023000,1/26/1987,0.4148102824301287,0,2.32
hydro,10023000,1/27/1987,0.39821787113292356,0,-1.475
hydro,10023000,1/28/1987,0.38162545983571844,7.92,-0.485
hydro,10023000,1/29/1987,0.34844063724130814,0,-7.235
hydro,10023000,1/30/1987,0.34844063724130814,0,-5.15
hydro,10023000,1/31/1987,0.34844063724130814,0,-4.175
hydro,10023000,2/1/1987,0.34844063724130814,0,-2.07
hydro,10023000,2/2/1987,0.36503304853851326,0,0.48
hydro,10023000,2/3/1987,0.38162545983571844,0,1.4400000000000002
hydro,10023000,2/4/1987,0.38162545983571844,0,-0.69
hydro,10023000,2/5/1987,0.36503304853851326,0,-5.58
hydro,10023000,2/6/1987,0.36503304853851326,0,-4.845
hydro,10023000,2/7/1987,0.36503304853851326,0,-6.2
hydro,10023000,2/8/1987,0.36503304853851326,0,-4.055
hydro,10023000,2/9/1987,0.36503304853851326,0,-2.895
hydro,10023000,2/10/1987,0.36503304853851326,0,-0.835
hydro,10023000,2/11/1987,0.38162545983571844,0,-4.18
hydro,10023000,2/12/1987,0.39821787113292356,0,-1.535
hydro,10023000,2/13/1987,0.4148102824301287,4.61,-1.55
hydro,10023000,2/14/1987,0.4148102824301287,4.81,-1.665
hydro,10023000,2/15/1987,0.39821787113292356,0,-6.255
hydro,10023000,2/16/1987,0.38162545983571844,2.31,-1.85
hydro,10023000,2/17/1987,0.38162545983571844,0,-2.3
hydro,10023000,2/18/1987,0.38162545983571844,2.51,-3.305
hydro,10023000,2/19/1987,0.38162545983571844,2.27,-7.325
hydro,10023000,2/20/1987,0.36503304853851326,0,-9.985
hydro,10023000,2/21/1987,0.36503304853851326,0,-11.11
hydro,10023000,2/22/1987,0.36503304853851326,0,-7.715
hydro,10023000,2/23/1987,0.36503304853851326,2.16,-2.48
hydro,10023000,2/24/1987,0.38162545983571844,3.01,-3.565
hydro,10023000,2/25/1987,0.38162545983571844,0,-9.16
hydro,10023000,2/26/1987,0.36503304853851326,0,-10.675
hydro,10023000,2/27/1987,0.36503304853851326,0,-7.15
hydro,10023000,2/28/1987,0.36503304853851326,0,-6.27
hydro,10023000,3/1/1987,0.36503304853851326,0,-3.975
hydro,10023000,3/2/1987,0.36503304853851326,0,-3.16
hydro,10023000,3/3/1987,0.38162545983571844,0,-2.545
hydro,10023000,3/4/1987,0.38162545983571844,0,1.7100000000000004
hydro,10023000,3/5/1987,0.39821787113292356,0,1.4300000000000002
hydro,10023000,3/6/1987,0.39821787113292356,0,6.54
hydro,10023000,3/7/1987,0.39821787113292356,0,1.5999999999999996
hydro,10023000,3/8/1987,0.39821787113292356,0,0.835
hydro,10023000,3/9/1987,0.39821787113292356,3.42,-1.99
hydro,10023000,3/10/1987,0.39821787113292356,0,0.20500000000000007
hydro,10023000,3/11/1987,0.4148102824301287,4.41,-0.28
hydro,10023000,3/12/1987,0.4148102824301287,0,-2.42
hydro,10023000,3/13/1987,0.4148102824301287,7.44,2.5849999999999995
hydro,10023000,3/14/1987,0.39821787113292356,0.16,-1.745
hydro,10023000,3/15/1987,0.39821787113292356,7.17,-0.95
hydro,10023000,3/16/1987,0.4148102824301287,13.45,0.4700000000000001
hydro,10023000,3/17/1987,0.39821787113292356,3.91,-1.77
hydro,10023000,3/18/1987,0.39821787113292356,9.73,-2.59
hydro,10023000,3/19/1987,0.38162545983571844,0,-4.495
hydro,10023000,3/20/1987,0.38162545983571844,0.71,-4.7
hydro,10023000,3/21/1987,0.36503304853851326,0,-9.15
hydro,10023000,3/22/1987,0.36503304853851326,0,-8.215
hydro,10023000,3/23/1987,0.34844063724130814,0,-6.395
hydro,10023000,3/24/1987,0.34844063724130814,0,-6.915
hydro,10023000,3/25/1987,0.34844063724130814,0,-4.06
hydro,10023000,3/26/1987,0.33184822594410296,2.39,-2.56
hydro,10023000,3/27/1987,0.33184822594410296,1.57,-3.745
hydro,10023000,3/28/1987,0.33184822594410296,5.38,-6.395
hydro,10023000,3/29/1987,0.33184822594410296,0,-12.23
hydro,10023000,3/30/1987,0.31525581464689784,0,-4.83
hydro,10023000,3/31/1987,0.33184822594410296,0,0.3900000000000001
hydro,10023000,4/1/1987,0.34844063724130814,0,2.0549999999999997
hydro,10023000,4/2/1987,0.33184822594410296,0,3.2449999999999997
hydro,10023000,4/3/1987,0.33184822594410296,0,4.335
hydro,10023000,4/4/1987,0.33184822594410296,0,5.489999999999999
hydro,10023000,4/5/1987,0.34844063724130814,0,3.8549999999999995
hydro,10023000,4/6/1987,0.34844063724130814,0,6.925
hydro,10023000,4/7/1987,0.33184822594410296,0,5.875
hydro,10023000,4/8/1987,0.31525581464689784,0,3.36
hydro,10023000,4/9/1987,0.31525581464689784,0,4.595000000000001
hydro,10023000,4/10/1987,0.31525581464689784,0,5.75
hydro,10023000,4/11/1987,0.33184822594410296,0,6.2250000000000005
hydro,10023000,4/12/1987,0.33184822594410296,0,0.13999999999999968
hydro,10023000,4/13/1987,0.31525581464689784,0,2.3150000000000004
hydro,10023000,4/14/1987,0.31525581464689784,0,4.87
hydro,10023000,4/15/1987,0.33184822594410296,0,6.475
hydro,10023000,4/16/1987,0.34844063724130814,0,7.505000000000001
hydro,10023000,4/17/1987,0.34844063724130814,0,8.205
hydro,10023000,4/18/1987,0.34844063724130814,0,9.54
hydro,10023000,4/19/1987,0.33184822594410296,4.04,5.455
hydro,10023000,4/20/1987,0.33184822594410296,0,0.32000000000000006
hydro,10023000,4/21/1987,0.31525581464689784,0,3.305
hydro,10023000,4/22/1987,0.31525581464689784,0,7.045
hydro,10023000,4/23/1987,0.33184822594410296,0,8.61
hydro,10023000,4/24/1987,0.33184822594410296,0,8.120000000000001
hydro,10023000,4/25/1987,0.33184822594410296,0,9.110000000000001
hydro,10023000,4/26/1987,0.31525581464689784,0,11.345
hydro,10023000,4/27/1987,0.33184822594410296,0,11.015
hydro,10023000,4/28/1987,0.33184822594410296,0,8.725
hydro,10023000,4/29/1987,0.33184822594410296,0,8.174999999999999
hydro,10023000,4/30/1987,0.31525581464689784,0,10.299999999999999
hydro,10023000,5/1/1987,0.31525581464689784,1.53,7.445
hydro,10023000,5/2/1987,0.31525581464689784,3.87,7.015
hydro,10023000,5/3/1987,0.31525581464689784,0,3.1900000000000004
hydro,10023000,5/4/1987,0.2986634033496927,0,7.309999999999999
hydro,10023000,5/5/1987,0.2986634033496927,0,10.37
hydro,10023000,5/6/1987,0.2986634033496927,0,8.58
hydro,10023000,5/7/1987,0.2986634033496927,0,10.61
hydro,10023000,5/8/1987,0.2986634033496927,0,8.99
hydro,10023000,5/9/1987,0.2986634033496927,0,11.93
hydro,10023000,5/10/1987,0.31525581464689784,0,10.605
hydro,10023000,5/11/1987,0.31525581464689784,0,8.504999999999999
hydro,10023000,5/12/1987,0.31525581464689784,0,9.775
hydro,10023000,5/13/1987,0.2986634033496927,0,11.005
hydro,10023000,5/14/1987,0.2986634033496927,0,12.219999999999999
hydro,10023000,5/15/1987,0.2986634033496927,0,13.495
hydro,10023000,5/16/1987,0.2986634033496927,0.68,12.790000000000001
hydro,10023000,5/17/1987,0.2986634033496927,13.43,12.21
hydro,10023000,5/18/1987,0.2986634033496927,6.1,9.31
hydro,10023000,5/19/1987,0.31525581464689784,3.4,11.315
hydro,10023000,5/20/1987,0.31525581464689784,9.52,6.53
hydro,10023000,5/21/1987,0.33184822594410296,13.87,7.3500000000000005
hydro,10023000,5/22/1987,0.31525581464689784,3.52,7.705
hydro,10023000,5/23/1987,0.2986634033496927,0,8.895000000000001
hydro,10023000,5/24/1987,0.2986634033496927,0,7.455
hydro,10023000,5/25/1987,0.2986634033496927,6.87,4.04
hydro,10023000,5/26/1987,0.2986634033496927,8.39,5.925
hydro,10023000,5/27/1987,0.2986634033496927,5.39,8.379999999999999
hydro,10023000,5/28/1987,0.2986634033496927,4.68,4.425000000000001
hydro,10023000,5/29/1987,0.2986634033496927,4.88,7.7250000000000005
