domain,series_id,t,y,T
wind,zone_1,1/9/2006 7:00,3951,25.66666667
wind,zone_1,1/9/2006 8:00,3961,25.66666667
wind,zone_1,1/9/2006 9:00,4013,26
wind,zone_1,1/9/2006 10:00,4059,27
wind,zone_1,1/9/2006 11:00,4054,28.66666667
wind,zone_1,1/9/2006 12:00,4013,29.66666667
wind,zone_1,1/9/2006 13:00,3984,30.33333333
wind,zone_1,1/9/2006 14:00,3924,30.33333333
wind,zone_1,1/9/2006 15:00,3932,31
wind,zone_1,1/9/2006 16:00,4142,30.66666667
wind,zone_1,1/9/2006 17:00,4385,30.66666667
wind,zone_1,1/9/2006 18:00,4313,30
wind,zone_1,1/9/2006 19:00,4180,30
wind,zone_1,1/9/2006 20:00,3972,30
wind,zone_1,1/9/2006 21:00,3665,32.66666667
wind,zone_1,1/9/2006 22:00,3271,33.66666667
wind,zone_1,1/9/2006 23:00,2964,33
wind,zone_1,1/10/2006 0:00,2775,30.33333333
wind,zone_1,1/10/2006 1:00,2673,29.33333333
wind,zone_1,1/10/2006 2:00,2633,28.33333333
wind,zone_1,1/10/2006 3:00,2646,27.33333333
wind,zone_1,1/10/2006 4:00,2739,28
wind,zone_1,1/10/2006 5:00,3045,29.66666667
wind,zone_1,1/10/2006 6:00,3603,28
wind,zone_1,1/10/2006 7:00,3832,28
wind,zone_1,1/10/2006 8:00,3807,25.66666667
wind,zone_1,1/10/2006 9:00,3783,31
wind,zone_1,1/10/2006 10:00,3757,33.66666667
wind,zone_1,1/10/2006 11:00,3741,35.66666667
wind,zone_1,1/10/2006 12:00,3702,37.66666667
wind,zone_1,1/10/2006 13:00,3681,39
wind,zone_1,1/10/2006 14:00,3640,39.33333333
wind,zone_1,1/10/2006 15:00,3659,40
wind,zone_1,1/10/2006 16:00,3925,38.66666667
wind,zone_1,1/10/2006 17:00,4271,36.66666667
wind,zone_1,1/10/2006 18:00,4253,33
wind,zone_1,1/10/2006 19:00,4136,30
wind,zone_1,1/10/2006 20:00,3963,29.66666667
wind,zone_1,1/10/2006 21:00,3669,28.66666667
wind,zone_1,1/10/2006 22:00,3287,28
wind,zone_1,1/10/2006 23:00,2986,27
wind,zone_1,1/11/2006 0:00,2807,27.33333333
