domain,series_id,t,y,p_mm_day,t_c
hydro,10023000,1986-11-26,0.4148102824301287,0.0,-4.235
hydro,10023000,1986-11-27,0.4148102824301287,0.0,0.3700000000000001
hydro,10023000,1986-11-28,0.447995105024539,0.0,-1.005
hydro,10023000,1986-11-29,0.447995105024539,0.16,3.5249999999999995
hydro,10023000,1986-11-30,0.3982178711329235,0.0,-5.835
hydro,10023000,1986-12-01,0.3982178711329235,0.0,-4.94
hydro,10023000,1986-12-02,0.3982178711329235,0.0,-1.345
hydro,10023000,1986-12-03,0.3816254598357184,0.0,-4.295
hydro,10023000,1986-12-04,0.3816254598357184,0.0,-1.595
hydro,10023000,1986-12-05,0.3982178711329235,0.0,2.9799999999999995
hydro,10023000,1986-12-06,0.3982178711329235,0.0,-0.655
hydro,10023000,1986-12-07,0.3982178711329235,1.26,-0.085
hydro,10023000,1986-12-08,0.3816254598357184,0.0,-5.285
hydro,10023000,1986-12-09,0.3816254598357184,1.25,-9.46
hydro,10023000,1986-12-10,0.3816254598357184,0.0,-11.135
hydro,10023000,1986-12-11,0.3816254598357184,0.0,-8.145
hydro,10023000,1986-12-12,0.3816254598357184,0.0,-6.845
hydro,10023000,1986-12-13,0.3982178711329235,0.0,-7.47
hydro,10023000,1986-12-14,0.4148102824301287,0.0,-3.775
hydro,10023000,1986-12-15,0.4148102824301287,0.0,-5.825
hydro,10023000,1986-12-16,0.4148102824301287,0.0,-5.315
hydro,10023000,1986-12-17,0.4148102824301287,0.0,-7.585
hydro,10023000,1986-12-18,0.4148102824301287,0.0,-8.93
hydro,10023000,1986-12-19,0.3982178711329235,0.0,-3.69
hydro,10023000,1986-12-20,0.3982178711329235,0.0,-6.685
hydro,10023000,1986-12-21,0.3982178711329235,0.0,-5.455
hydro,10023000,1986-12-22,0.3982178711329235,0.0,-9.125
hydro,10023000,1986-12-23,0.3982178711329235,0.0,-4.41
hydro,10023000,1986-12-24,0.4314026937273338,0.0,-8.71
hydro,10023000,1986-12-25,0.3982178711329235,0.0,-7.795
hydro,10023000,1986-12-26,0.3816254598357184,0.0,-6.71
hydro,10023000,1986-12-27,0.3816254598357184,3.26,-6.075
hydro,10023000,1986-12-28,0.3650330485385132,0.0,-6.745
hydro,10023000,1986-12-29,0.3650330485385132,0.0,-8.52
hydro,10023000,1986-12-30,0.3650330485385132,0.0,-6.86
hydro,10023000,1986-12-31,0.3816254598357184,0.0,-10.015
hydro,10023000,1987-01-01,0.3982178711329235,9.04,-5.785
hydro,10023000,1987-01-02,0.4148102824301287,3.98,-2.575
hydro,10023000,1987-01-03,0.4314026937273338,0.0,-8.325
hydro,10023000,1987-01-04,0.4314026937273338,4.31,-2.055
hydro,10023000,1987-01-05,0.4148102824301287,8.65,-2.54
hydro,10023000,1987-01-06,0.4148102824301287,1.48,-5.0
hydro,10023000,1987-01-07,0.3982178711329235,0.0,-14.965
hydro,10023000,1987-01-08,0.3816254598357184,0.0,-13.225
hydro,10023000,1987-01-09,0.3650330485385132,0.0,-18.24
hydro,10023000,1987-01-10,0.3650330485385132,0.0,-19.855
hydro,10023000,1987-01-11,0.3650330485385132,0.0,-15.52
hydro,10023000,1987-01-12,0.3982178711329235,0.0,-12.26
hydro,10023000,1987-01-13,0.3982178711329235,0.0,-11.495
hydro,10023000,1987-01-14,0.3982178711329235,0.08,-15.905
hydro,10023000,1987-01-15,0.3816254598357184,2.0,-14.59
hydro,10023000,1987-01-16,0.3816254598357184,0.0,-12.935
hydro,10023000,1987-01-17,0.3816254598357184,0.0,-18.38
hydro,10023000,1987-01-18,0.3816254598357184,0.0,-13.84
hydro,10023000,1987-01-19,0.3982178711329235,2.75,-8.845
hydro,10023000,1987-01-20,0.4148102824301287,0.0,-19.82
hydro,10023000,1987-01-21,0.3982178711329235,0.0,-17.725
hydro,10023000,1987-01-22,0.3816254598357184,0.0,-16.415
hydro,10023000,1987-01-23,0.3650330485385132,0.0,-12.99
hydro,10023000,1987-01-24,0.3650330485385132,0.0,-5.19
hydro,10023000,1987-01-25,0.3816254598357184,5.23,0.2550000000000001
hydro,10023000,1987-01-26,0.4148102824301287,0.0,2.32
hydro,10023000,1987-01-27,0.3982178711329235,0.0,-1.475
hydro,10023000,1987-01-28,0.3816254598357184,7.92,-0.485
hydro,10023000,1987-01-29,0.3484406372413081,0.0,-7.235
hydro,10023000,1987-01-30,0.3484406372413081,0.0,-5.15
hydro,10023000,1987-01-31,0.3484406372413081,0.0,-4.175
hydro,10023000,1987-02-01,0.3484406372413081,0.0,-2.07
hydro,10023000,1987-02-02,0.3650330485385132,0.0,0.48
hydro,10023000,1987-02-03,0.3816254598357184,0.0,1.4400000000000002
hydro,10023000,1987-02-04,0.3816254598357184,0.0,-0.69
hydro,10023000,1987-02-05,0.3650330485385132,0.0,-5.58
hydro,10023000,1987-02-06,0.3650330485385132,0.0,-4.845
hydro,10023000,1987-02-07,0.3650330485385132,0.0,-6.2
hydro,10023000,1987-02-08,0.3650330485385132,0.0,-4.055
hydro,10023000,1987-02-09,0.3650330485385132,0.0,-2.895
hydro,10023000,1987-02-10,0.3650330485385132,0.0,-0.835
hydro,10023000,1987-02-11,0.3816254598357184,0.0,-4.18
hydro,10023000,1987-02-12,0.3982178711329235,0.0,-1.535
hydro,10023000,1987-02-13,0.4148102824301287,4.61,-1.55
hydro,10023000,1987-02-14,0.4148102824301287,4.81,-1.665
hydro,10023000,1987-02-15,0.3982178711329235,0.0,-6.255
hydro,10023000,1987-02-16,0.3816254598357184,2.31,-1.85
hydro,10023000,1987-02-17,0.3816254598357184,0.0,-2.3
hydro,10023000,1987-02-18,0.3816254598357184,2.51,-3.305
hydro,10023000,1987-02-19,0.3816254598357184,2.27,-7.325
hydro,10023000,1987-02-20,0.3650330485385132,0.0,-9.985
hydro,10023000,1987-02-21,0.3650330485385132,0.0,-11.11
hydro,10023000,1987-02-22,0.3650330485385132,0.0,-7.715
hydro,10023000,1987-02-23,0.3650330485385132,2.16,-2.48
hydro,10023000,1987-02-24,0.3816254598357184,3.01,-3.565
hydro,10023000,1987-02-25,0.3816254598357184,0.0,-9.16
hydro,10023000,1987-02-26,0.3650330485385132,0.0,-10.675
hydro,10023000,1987-02-27,0.3650330485385132,0.0,-7.15
hydro,10023000,1987-02-28,0.3650330485385132,0.0,-6.27
hydro,10023000,1987-03-01,0.3650330485385132,0.0,-3.975
hydro,10023000,1987-03-02,0.3650330485385132,0.0,-3.16
hydro,10023000,1987-03-03,0.3816254598357184,0.0,-2.545
hydro,10023000,1987-03-04,0.3816254598357184,0.0,1.7100000000000004
hydro,10023000,1987-03-05,0.3982178711329235,0.0,1.4300000000000002
hydro,10023000,1987-03-06,0.3982178711329235,0.0,6.54
hydro,10023000,1987-03-07,0.3982178711329235,0.0,1.5999999999999996
hydro,10023000,1987-03-08,0.3982178711329235,0.0,0.835
hydro,10023000,1987-03-09,0.3982178711329235,3.42,-1.99
hydro,10023000,1987-03-10,0.3982178711329235,0.0,0.205
hydro,10023000,1987-03-11,0.4148102824301287,4.41,-0.28
hydro,10023000,1987-03-12,0.4148102824301287,0.0,-2.42
hydro,10023000,1987-03-13,0.4148102824301287,7.44,2.5849999999999995
hydro,10023000,1987-03-14,0.3982178711329235,0.16,-1.745
hydro,10023000,1987-03-15,0.3982178711329235,7.17,-0.95
hydro,10023000,1987-03-16,0.4148102824301287,13.45,0.4700000000000001
hydro,10023000,1987-03-17,0.3982178711329235,3.91,-1.77
hydro,10023000,1987-03-18,0.3982178711329235,9.73,-2.59
hydro,10023000,1987-03-19,0.3816254598357184,0.0,-4.495
hydro,10023000,1987-03-20,0.3816254598357184,0.71,-4.7
hydro,10023000,1987-03-21,0.3650330485385132,0.0,-9.15
hydro,10023000,1987-03-22,0.3650330485385132,0.0,-8.215
hydro,10023000,1987-03-23,0.3484406372413081,0.0,-6.395
hydro,10023000,1987-03-24,0.3484406372413081,0.0,-6.915
hydro,10023000,1987-03-25,0.3484406372413081,0.0,-4.06
hydro,10023000,1987-03-26,0.3318482259441029,2.39,-2.56
hydro,10023000,1987-03-27,0.3318482259441029,1.57,-3.745
hydro,10023000,1987-03-28,0.3318482259441029,5.38,-6.395
hydro,10023000,1987-03-29,0.3318482259441029,0.0,-12.23
hydro,10023000,1987-03-30,0.3152558146468978,0.0,-4.83
hydro,10023000,1987-03-31,0.3318482259441029,0.0,0.3900000000000001
hydro,10023000,1987-04-01,0.3484406372413081,0.0,2.055
hydro,10023000,1987-04-02,0.3318482259441029,0.0,3.245
hydro,10023000,1987-04-03,0.3318482259441029,0.0,4.335
hydro,10023000,1987-04-04,0.3318482259441029,0.0,5.489999999999999
hydro,10023000,1987-04-05,0.3484406372413081,0.0,3.855
hydro,10023000,1987-04-06,0.3484406372413081,0.0,6.925
hydro,10023000,1987-04-07,0.3318482259441029,0.0,5.875
hydro,10023000,1987-04-08,0.3152558146468978,0.0,3.36
hydro,10023000,1987-04-09,0.3152558146468978,0.0,4.595000000000001
hydro,10023000,1987-04-10,0.3152558146468978,0.0,5.75
hydro,10023000,1987-04-11,0.3318482259441029,0.0,6.2250000000000005
hydro,10023000,1987-04-12,0.3318482259441029,0.0,0.1399999999999996
hydro,10023000,1987-04-13,0.3152558146468978,0.0,2.3150000000000004
hydro,10023000,1987-04-14,0.3152558146468978,0.0,4.87
hydro,10023000,1987-04-15,0.3318482259441029,0.0,6.475
hydro,10023000,1987-04-16,0.3484406372413081,0.0,7.505000000000001
hydro,10023000,1987-04-17,0.3484406372413081,0.0,8.205
hydro,10023000,1987-04-18,0.3484406372413081,0.0,9.54
hydro,10023000,1987-04-19,0.3318482259441029,4.04,5.455
hydro,10023000,1987-04-20,0.3318482259441029,0.0,0.32
hydro,10023000,1987-04-21,0.3152558146468978,0.0,3.305
hydro,10023000,1987-04-22,0.3152558146468978,0.0,7.045
hydro,10023000,1987-04-23,0.3318482259441029,0.0,8.61
hydro,10023000,1987-04-24,0.3318482259441029,0.0,8.120000000000001
hydro,10023000,1987-04-25,0.3318482259441029,0.0,9.11
hydro,10023000,1987-04-26,0.3152558146468978,0.0,11.345
hydro,10023000,1987-04-27,0.3318482259441029,0.0,11.015
hydro,10023000,1987-04-28,0.3318482259441029,0.0,8.725
hydro,10023000,1987-04-29,0.3318482259441029,0.0,8.174999999999999
hydro,10023000,1987-04-30,0.3152558146468978,0.0,10.3
hydro,10023000,1987-05-01,0.3152558146468978,1.53,7.445
hydro,10023000,1987-05-02,0.3152558146468978,3.87,7.015
hydro,10023000,1987-05-03,0.3152558146468978,0.0,3.1900000000000004
hydro,10023000,1987-05-04,0.2986634033496927,0.0,7.309999999999999
hydro,10023000,1987-05-05,0.2986634033496927,0.0,10.37
hydro,10023000,1987-05-06,0.2986634033496927,0.0,8.58
hydro,10023000,1987-05-07,0.2986634033496927,0.0,10.61
hydro,10023000,1987-05-08,0.2986634033496927,0.0,8.99
hydro,10023000,1987-05-09,0.2986634033496927,0.0,11.93
hydro,10023000,1987-05-10,0.3152558146468978,0.0,10.605
hydro,10023000,1987-05-11,0.3152558146468978,0.0,8.504999999999999
hydro,10023000,1987-05-12,0.3152558146468978,0.0,9.775
hydro,10023000,1987-05-13,0.2986634033496927,0.0,11.005
hydro,10023000,1987-05-14,0.2986634033496927,0.0,12.22
hydro,10023000,1987-05-15,0.2986634033496927,0.0,13.495
hydro,10023000,1987-05-16,0.2986634033496927,0.68,12.79
hydro,10023000,1987-05-17,0.2986634033496927,13.43,12.21
hydro,10023000,1987-05-18,0.2986634033496927,6.1,9.31
hydro,10023000,1987-05-19,0.3152558146468978,3.4,11.315
hydro,10023000,1987-05-20,0.3152558146468978,9.52,6.53
hydro,10023000,1987-05-21,0.3318482259441029,13.87,7.35
hydro,10023000,1987-05-22,0.3152558146468978,3.52,7.705
hydro,10023000,1987-05-23,0.2986634033496927,0.0,8.895000000000001
hydro,10023000,1987-05-24,0.2986634033496927,0.0,7.455
hydro,10023000,1987-05-25,0.2986634033496927,6.87,4.04
hydro,10023000,1987-05-26,0.2986634033496927,8.39,5.925
hydro,10023000,1987-05-27,0.2986634033496927,5.39,8.379999999999999
hydro,10023000,1987-05-28,0.2986634033496927,4.68,4.425000000000001
hydro,10023000,1987-05-29,0.2986634033496927,4.88,7.725
